"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000566","환일고등학교","04","사립","N","","9","172","19.1","10","213","21.3","10","239","23.9","0","0","0","0","0","0","29","624","21.5","56","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000567","휘경여자고등학교","04","사립","N","","10","223","22.3","10","237","23.7","11","270","24.5","0","0","0","0","0","0","31","730","23.5","66","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000568","휘문고등학교","04","사립","N","","12","405","33.8","12","397","33.1","12","401","33.4","0","0","0","0","0","0","36","1203","33.4","72","16.7"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000569","서울과학고등학교","04","공립","N","","8","126","15.8","8","130","16.3","8","123","15.4","0","0","0","0","0","0","24","379","15.8","75","5.1"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000570","한성과학고등학교","04","공립","N","","7","142","20.3","7","139","19.9","6","91","15.2","0","0","0","0","0","0","20","372","18.6","63","5.9"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000571","대원외국어고등학교","04","사립","N","","10","240","24","10","256","25.6","10","257","25.7","0","0","0","0","0","0","30","753","25.1","55","13.7"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000572","대일외국어고등학교","04","사립","N","","10","242","24.2","10","256","25.6","10","240","24","0","0","0","0","0","0","30","738","24.6","57","12.9"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000573","명덕외국어고등학교","04","사립","N","","10","247","24.7","10","254","25.4","10","230","23","0","0","0","0","0","0","30","731","24.4","66","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000574","서울외국어고등학교","04","사립","N","","10","232","23.2","10","224","22.4","10","209","20.9","0","0","0","0","0","0","30","665","22.2","61","10.9"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000575","이화여자외국어고등학교","04","사립","N","","6","126","21","6","139","23.2","6","130","21.7","0","0","0","0","0","0","18","395","21.9","44","9"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","10","222","22.2","10","232","23.2","10","213","21.3","0","0","0","0","0","0","30","667","22.2","60","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","8","159","19.9","8","155","19.4","8","149","18.6","0","0","0","0","0","0","24","463","19.3","63","7.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","8","137","17.1","8","169","21.1","8","171","21.4","0","0","0","0","0","0","24","477","19.9","56","8.5"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","17","282","16.6","17","349","20.5","17","389","22.9","3","8","2.7","0","0","0","54","1028","19","137","7.5"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000580","광운인공지능고등학교","04","사립","N","","10","167","16.7","10","192","19.2","10","200","20","0","0","0","0","0","0","30","559","18.6","71","7.9"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000581","단국대학교부속소프트웨어고등학교","04","사립","N","","5","110","22","5","103","20.6","5","55","11","0","0","0","0","0","0","15","268","17.9","31","8.6"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","4","67","16.8","4","64","16","4","69","17.3","0","0","0","0","0","0","12","200","16.7","26","7.7"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","15","317","21.1","15","325","21.7","13","298","22.9","0","0","0","0","0","0","43","940","21.9","99","9.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000584","동양고등학교","04","사립","N","","7","157","22.4","7","171","24.4","7","145","20.7","0","0","0","0","0","0","21","473","22.5","41","11.5"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","7","147","21","7","164","23.4","7","175","25","0","0","0","0","0","0","21","486","23.1","51","9.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","11","233","21.2","11","237","21.5","11","272","24.7","0","0","0","0","0","0","33","742","22.5","68","10.9"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","8","172","21.5","8","186","23.3","8","196","24.5","0","0","0","0","0","0","24","554","23.1","57","9.7"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","18","361","20.1","19","437","23","19","471","24.8","3","17","5.7","0","0","0","59","1286","21.8","150","8.6"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","4","96","24","4","79","19.8","4","99","24.8","0","0","0","0","0","0","12","274","22.8","28","9.8"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","7","129","18.4","7","134","19.1","7","130","18.6","0","0","0","0","0","0","21","393","18.7","58","6.8"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","12","204","17","12","260","21.7","12","285","23.8","0","0","0","0","0","0","36","749","20.8","87","8.6"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000592","성수공업고등학교","04","공립","N","","4","22","5.5","6","47","7.8","6","42","7","0","0","0","0","0","0","16","111","6.9","35","3.2"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000593","서울인공지능고등학교","04","공립","N","","8","120","15","8","138","17.3","8","158","19.8","3","15","5","0","0","0","27","431","16","59","7.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000594","수도전기공업고등학교","04","사립","N","","10","206","20.6","10","195","19.5","10","194","19.4","0","0","0","0","0","0","30","595","19.8","95","6.3"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000595","신진과학기술고등학교","04","사립","N","","8","169","21.1","7","129","18.4","8","166","20.8","0","0","0","0","0","0","23","464","20.2","57","8.1"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000596","영등포공업고등학교","04","사립","N","","8","118","14.8","7","115","16.4","5","85","17","0","0","0","0","0","0","20","318","15.9","47","6.8"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000597","용산철도고등학교","04","공립","N","","8","148","18.5","11","189","17.2","11","204","18.5","0","0","0","0","0","0","30","541","18","71","7.6"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000598","유한공업고등학교","04","사립","N","","8","172","21.5","8","185","23.1","8","185","23.1","0","0","0","0","0","0","24","542","22.6","56","9.7"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000599","서울아이티고등학교","04","사립","N","","10","192","19.2","10","215","21.5","10","200","20","0","0","0","0","0","0","30","607","20.2","67","9.1"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000600","인덕과학기술고등학교","04","사립","N","","10","218","21.8","10","224","22.4","10","205","20.5","0","0","0","0","0","0","30","647","21.6","70","9.2"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000601","한양공업고등학교","04","사립","N","","12","264","22","12","271","22.6","12","284","23.7","0","0","0","0","0","0","36","819","22.8","85","9.6"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000602","휘경공업고등학교","04","공립","N","","7","71","10.1","9","87","9.7","9","90","10","0","0","0","0","0","0","25","248","9.9","57","4.4"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000603","경기상업고등학교","04","공립","N","","8","131","16.4","9","141","15.7","5","54","10.8","0","0","0","0","0","0","22","326","14.8","43","7.6"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000604","서울의료보건고등학교","04","사립","N","","5","104","20.8","5","111","22.2","5","109","21.8","0","0","0","0","0","0","15","324","21.6","30","10.8"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000605","서울동구고등학교","04","사립","N","","6","113","18.8","8","152","19","10","205","20.5","0","0","0","0","0","0","24","470","19.6","49","9.6"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000606","서울컨벤션고등학교","04","사립","N","","10","222","22.2","10","235","23.5","10","256","25.6","0","0","0","0","0","0","30","713","23.8","60","11.9"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000607","서울여자상업고등학교","04","사립","N","","10","199","19.9","10","226","22.6","10","241","24.1","0","0","0","0","0","0","30","666","22.2","59","11.3"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000608","선일빅데이터고등학교","04","사립","N","","7","116","16.6","8","164","20.5","9","183","20.3","0","0","0","0","0","0","24","463","19.3","47","9.9"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000609","성덕고등학교","04","사립","N","","8","212","26.5","8","220","27.5","8","238","29.8","0","0","0","0","0","0","24","670","27.9","46","14.6"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000610","서울신정고등학교","04","사립","N","","8","139","17.4","8","138","17.3","7","108","15.4","0","0","0","0","0","0","23","385","16.7","46","8.4"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000611","영락의료과학고등학교","04","사립","N","","6","127","21.2","6","109","18.2","6","105","17.5","0","0","0","0","0","0","18","341","18.9","35","9.7"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000612","일신여자상업고등학교","04","사립","N","","11","210","19.1","12","236","19.7","13","276","21.2","0","0","0","0","0","0","36","722","20.1","70","10.3"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000613","서울정화고등학교","04","사립","N","","7","120","17.1","7","129","18.4","6","93","15.5","0","0","0","0","0","0","20","342","17.1","41","8.3"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000614","해성국제컨벤션고등학교","04","사립","N","","8","168","21","9","198","22","9","200","22.2","0","0","0","0","0","0","26","566","21.8","52","10.9"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000615","홍익디자인고등학교","04","사립","N","","5","112","22.4","5","120","24","5","122","24.4","0","0","0","0","0","0","15","354","23.6","29","12.2"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000616","선정국제관광고등학교","04","사립","N","","5","97","19.4","5","91","18.2","5","111","22.2","0","0","0","0","0","0","15","299","19.9","32","9.3"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000617","성동글로벌경영고등학교","04","공립","N","","6","87","14.5","8","131","16.4","9","184","20.4","0","0","0","0","0","0","23","402","17.5","43","9.3"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000618","세그루패션디자인고등학교","04","사립","N","","8","153","19.1","8","174","21.8","8","186","23.3","0","0","0","0","0","0","24","513","21.4","48","10.7"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000619","영신간호비즈니스고등학교","04","사립","N","","9","159","17.7","9","180","20","9","206","22.9","0","0","0","0","0","0","27","545","20.2","52","10.5"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000620","예일디자인고등학교","04","사립","N","","8","184","23","8","188","23.5","8","207","25.9","0","0","0","0","0","0","24","579","24.1","49","11.8"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000622","덕원예술고등학교","04","사립","N","","5","171","34.2","5","197","39.4","5","196","39.2","0","0","0","0","0","0","15","564","37.6","32","17.6"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000625","서울예술고등학교","04","사립","N","","10","362","36.2","10","360","36","10","355","35.5","0","0","0","0","0","0","30","1077","35.9","44","24.5"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000626","선화예술고등학교","04","사립","N","","9","363","40.3","9","365","40.6","9","363","40.3","0","0","0","0","0","0","27","1091","40.4","50","21.8"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000628","경복비즈니스고등학교","04","사립","N","","7","131","18.7","9","203","22.6","9","198","22","0","0","0","0","0","0","25","532","21.3","48","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000629","고명외식고등학교","04","사립","N","","8","176","22","8","175","21.9","7","145","20.7","0","0","0","0","0","0","23","496","21.6","47","10.6"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000630","서울관광고등학교","04","사립","N","","8","161","20.1","9","209","23.2","9","214","23.8","0","0","0","0","0","0","26","584","22.5","51","11.5"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000631","광신방송예술고등학교","04","사립","N","","6","119","19.8","6","122","20.3","6","92","15.3","0","0","0","0","0","0","18","333","18.5","36","9.3"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000632","예림디자인고등학교","04","사립","N","","6","128","21.3","6","144","24","6","141","23.5","0","0","0","0","0","0","18","413","22.9","35","11.8"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000633","대경생활과학고등학교","04","사립","N","","7","137","19.6","8","165","20.6","8","185","23.1","0","0","0","0","0","0","23","487","21.2","46","10.6"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000634","대동세무고등학교","04","사립","N","","9","190","21.1","9","209","23.2","10","247","24.7","0","0","0","0","0","0","28","646","23.1","54","12"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000635","대일관광고등학교","04","사립","N","","7","135","19.3","8","139","17.4","8","147","18.4","0","0","0","0","0","0","23","421","18.3","46","9.2"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000636","덕수고등학교","04","공립","N","","5","60","12","5","62","12.4","7","115","16.4","0","0","0","0","0","0","17","237","13.9","39","6.1"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000637","서울문화고등학교","04","공립","N","","8","114","14.3","10","165","16.5","10","176","17.6","3","22","7.3","0","0","0","31","477","15.4","57","8.4"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000638","동명생활경영고등학교","04","사립","N","","4","75","18.8","5","102","20.4","5","113","22.6","0","0","0","0","0","0","14","290","20.7","27","10.7"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000639","미림여자정보과학고등학교","04","사립","N","","6","99","16.5","6","113","18.8","6","106","17.7","0","0","0","0","0","0","18","318","17.7","44","7.2"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000640","보인고등학교","04","사립","N","","12","376","31.3","12","364","30.3","12","348","29","0","0","0","0","0","0","36","1088","30.2","69","15.8"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000641","서서울생활과학고등학교","04","사립","N","","12","266","22.2","13","286","22","13","297","22.8","0","0","0","0","0","0","38","849","22.3","74","11.5"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000642","서울금융고등학교","04","공립","N","","7","104","14.9","7","88","12.6","9","117","13","3","18","6","0","0","0","26","327","12.6","52","6.3"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000644","서일문화예술고등학교","04","사립","N","","5","111","22.2","5","117","23.4","5","104","20.8","0","0","0","0","0","0","15","332","22.1","30","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000645","성암국제무역고등학교","04","사립","N","","8","151","18.9","7","156","22.3","8","179","22.4","0","0","0","0","0","0","23","486","21.1","50","9.7"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000646","서울항공비즈니스고등학교","04","사립","N","","7","67","9.6","7","103","14.7","8","123","15.4","0","0","0","0","0","0","22","293","13.3","40","7.3"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000647","송곡관광고등학교","04","사립","N","","6","115","19.2","7","154","22","7","164","23.4","0","0","0","0","0","0","20","433","21.7","41","10.6"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000649","염광여자메디텍고등학교","04","사립","N","","7","128","18.3","6","126","21","7","162","23.1","2","6","3","0","0","0","22","422","19.2","49","8.6"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000650","이화여자대학교병설미디어고등학교","04","사립","N","","8","162","20.3","8","182","22.8","8","193","24.1","0","0","0","0","0","0","24","537","22.4","47","11.4"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000651","서울동산고등학교","04","사립","N","","15","321","21.4","15","334","22.3","14","304","21.7","0","0","0","0","0","0","44","959","21.8","87","11"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000655","화곡보건경영고등학교","04","사립","N","","5","93","18.6","7","126","18","8","148","18.5","0","0","0","0","0","0","20","367","18.4","40","9.2"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000656","리라아트고등학교","04","사립","N","","6","132","22","6","139","23.2","6","153","25.5","0","0","0","0","0","0","18","424","23.6","42","10.1"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000657","서울전자고등학교","04","공립","N","","5","55","11","6","60","10","5","69","13.8","0","0","0","0","0","0","16","184","11.5","42","4.4"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000658","선린인터넷고등학교","04","공립","N","","12","265","22.1","12","276","23","12","292","24.3","0","0","0","0","0","0","36","833","23.1","73","11.4"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000659","세명컴퓨터고등학교","04","사립","N","","9","200","22.2","9","205","22.8","9","224","24.9","0","0","0","0","0","0","27","629","23.3","62","10.1"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000662","한세사이버보안고등학교","04","사립","N","","4","90","22.5","5","99","19.8","5","119","23.8","0","0","0","0","0","0","14","308","22","31","9.9"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010005181","누원고등학교","04","공립","N","","7","118","16.9","7","157","22.4","7","148","21.1","0","0","0","0","0","0","21","423","20.1","42","10.1"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010005182","방산고등학교","04","공립","N","","10","260","26","10","272","27.2","11","278","25.3","3","11","3.7","0","0","0","34","821","24.1","70","11.7"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010005204","신현고등학교","04","공립","N","","8","184","23","8","189","23.6","8","188","23.5","3","17","5.7","0","0","0","27","578","21.4","50","11.6"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010005205","자운고등학교","04","공립","N","","9","194","21.6","9","238","26.4","10","227","22.7","0","0","0","0","0","0","28","659","23.5","56","11.8"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010005206","도봉고등학교","04","공립","N","","5","63","12.6","5","92","18.4","5","77","15.4","3","14","4.7","0","0","0","18","246","13.7","38","6.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010005208","등촌고등학교","04","공립","N","","8","166","20.8","8","172","21.5","9","189","21","3","8","2.7","0","0","0","28","535","19.1","52","10.3"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010005209","경일고등학교","04","공립","N","","6","99","16.5","6","129","21.5","6","111","18.5","3","5","1.7","0","0","0","21","344","16.4","42","8.2"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010005261","선유고등학교","04","공립","N","","7","171","24.4","7","187","26.7","8","206","25.8","3","12","4","0","0","0","25","576","23","53","10.9"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010005262","월계고등학교","04","공립","N","","8","159","19.9","8","173","21.6","9","187","20.8","3","14","4.7","0","0","0","28","533","19","54","9.9"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010005263","불암고등학교","04","공립","N","","11","256","23.3","11","299","27.2","11","280","25.5","3","20","6.7","0","0","0","36","855","23.8","76","11.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010005270","세현고등학교","04","공립","N","","7","146","20.9","7","147","21","8","182","22.8","3","5","1.7","0","0","0","25","480","19.2","58","8.3"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010005285","신서고등학교","04","공립","N","","7","175","25","7","172","24.6","7","168","24","3","20","6.7","0","0","0","24","535","22.3","46","11.6"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010005288","효문고등학교","04","공립","N","","7","141","20.1","7","148","21.1","7","152","21.7","3","13","4.3","0","0","0","24","454","18.9","45","10.1"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010005364","원묵고등학교","04","공립","N","","8","192","24","8","217","27.1","9","235","26.1","0","0","0","0","0","0","25","644","25.8","48","13.4"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010005365","상암고등학교","04","공립","N","","10","257","25.7","10","278","27.8","10","297","29.7","3","20","6.7","0","0","0","33","852","25.8","68","12.5"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010005494","서울국제고등학교","04","공립","N","","6","136","22.7","6","151","25.2","6","146","24.3","0","0","0","0","0","0","18","433","24.1","55","7.9"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010005498","문정고등학교","04","공립","N","","9","233","25.9","9","244","27.1","9","250","27.8","3","13","4.3","0","0","0","30","740","24.7","60","12.3"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010005500","세종과학고등학교","04","공립","N","","8","163","20.4","8","150","18.8","7","94","13.4","0","0","0","0","0","0","23","407","17.7","70","5.8"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010005501","구현고등학교","04","공립","N","","9","228","25.3","9","240","26.7","9","218","24.2","0","0","0","0","0","0","27","686","25.4","53","12.9"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010005518","삼각산고등학교","04","공립","N","","8","191","23.9","8","187","23.4","8","201","25.1","3","9","3","0","0","0","27","588","21.8","58","10.1"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010005521","신도림고등학교","04","공립","N","","8","180","22.5","8","176","22","8","194","24.3","3","17","5.7","0","0","0","27","567","21","55","10.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010005522","강일고등학교","04","공립","N","","8","166","20.8","8","178","22.3","8","171","21.4","3","15","5","0","0","0","27","530","19.6","50","10.6"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010005523","성수고등학교","04","공립","N","","7","130","18.6","7","168","24","8","171","21.4","2","3","1.5","0","0","0","24","472","19.7","48","9.8"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010005524","문현고등학교","04","공립","N","","8","189","23.6","8","212","26.5","8","225","28.1","3","21","7","0","0","0","27","647","24","47","13.8"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010005525","진관고등학교","04","공립","N","","10","241","24.1","10","280","28","10","282","28.2","2","8","4","0","0","0","32","811","25.3","61","13.3"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010005528","구암고등학교","04","공립","N","","7","183","26.1","7","198","28.3","8","200","25","3","19","6.3","0","0","0","25","600","24","54","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010005530","신도고등학교","04","공립","N","","8","174","21.8","8","202","25.3","8","176","22","3","17","5.7","0","0","0","27","569","21.1","51","11.2"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010005536","해성여자고등학교","04","사립","N","","8","192","24","8","197","24.6","8","215","26.9","3","12","4","0","0","0","27","616","22.8","53","11.6"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010005541","솔샘고등학교","04","공립","N","","7","142","20.3","7","173","24.7","7","192","27.4","3","15","5","0","0","0","24","522","21.8","55","9.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010005563","선사고등학교","04","공립","N","","8","177","22.1","8","193","24.1","8","185","23.1","3","19","6.3","0","0","0","27","574","21.3","53","10.8"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010005566","잠일고등학교","04","공립","N","","7","135","19.3","7","145","20.7","7","113","16.1","2","4","2","0","0","0","23","397","17.3","46","8.6"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010005573","휘봉고등학교","04","공립","N","","6","139","23.2","6","151","25.2","6","141","23.5","3","12","4","0","0","0","21","443","21.1","42","10.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010005582","수명고등학교","04","공립","N","","7","157","22.4","7","175","25","8","184","23","3","13","4.3","0","0","0","25","529","21.2","48","11"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010005583","은평고등학교","04","공립","N","","7","140","20","7","153","21.9","7","171","24.4","3","15","5","0","0","0","24","479","20","53","9"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010005584","서울공연예술고등학교","04","사립","N","","7","241","34.4","7","264","37.7","7","266","38","0","0","0","0","0","0","21","771","36.7","33","23.4"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010005591","가재울고등학교","04","공립","N","","8","194","24.3","8","221","27.6","8","207","25.9","3","18","6","0","0","0","27","640","23.7","59","10.8"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010005616","하나고등학교","04","사립","N","","8","209","26.1","8","204","25.5","8","198","24.8","0","0","0","0","0","0","24","611","25.5","59","10.4"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010006381","금호고등학교","04","공립","N","","7","125","17.9","7","152","21.7","7","143","20.4","3","16","5.3","0","0","0","24","436","18.2","52","8.4"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010006382","도선고등학교","04","공립","N","","7","135","19.3","7","151","21.6","7","146","20.9","3","16","5.3","0","0","0","24","448","18.7","51","8.8"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010002501","경동고등학교부설방송통신고등학교","11","공립","N","","5","82","16.4","5","107","21.4","5","122","24.4","0","0","0","0","0","0","15","311","20.7","28","11.1"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010002502","경복고등학교부설방송통신고등학교","11","공립","N","","6","121","20.2","6","149","24.8","6","154","25.7","0","0","0","0","0","0","18","424","23.6","28","15.1"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010002503","수도여자고등학교부설방송통신고등학교","11","공립","N","","4","95","23.8","3","73","24.3","4","84","21","0","0","0","0","0","0","11","252","22.9","20","12.6"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010002504","영등포고등학교부설방송통신고등학교","11","공립","N","","4","82","20.5","4","80","20","4","92","23","0","0","0","0","0","0","12","254","21.2","22","11.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010002525","경기여자고등학교부설방송통신고등학교","11","공립","N","","5","115","23","5","123","24.6","5","125","25","0","0","0","0","0","0","15","363","24.2","30","12.1"
"부산광역시교육청","교육부","부산광역시 금정구","S000003509","부산대학교사범대학부설고등학교","04","국립","N","","9","206","22.9","9","232","25.8","9","240","26.7","1","7","7","0","0","0","28","685","24.5","66","10.4"
"부산광역시교육청","교육부","부산광역시 해운대구","S000003543","부산기계공업고등학교","04","국립","N","","15","258","17.2","15","295","19.7","15","295","19.7","0","0","0","0","0","0","45","848","18.8","108","7.9"
"부산광역시교육청","교육부","부산광역시 영도구","S000003604","부산해사고등학교","04","국립","N","","8","155","19.4","8","143","17.9","8","147","18.4","0","0","0","0","0","0","24","445","18.5","52","8.6"
"부산광역시교육청","부산광역시교육청","부산광역시 부산진구","S020000338","가야고등학교","04","사립","N","","8","147","18.4","8","167","20.9","8","173","21.6","0","0","0","0","0","0","24","487","20.3","47","10.4"
