"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","중등부1학년 전입학생수","중등부1학년 전출학생수","중등부1학년 전체학생수","중등부2학년 전입학생수","중등부2학년 전출학생수","중등부2학년 전체학생수","중등부3학년 전입학생수","중등부3학년 전출학생수","중등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140000839","목포혜인여자중학교","03","사립","N","","2","4","185","3","5","169","0","2","129","5","11","483"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140000841","목포홍일중학교","03","사립","N","","2","5","186","3","2","180","3","1","137","8","8","503"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140000842","문태중학교","03","사립","N","","1","2","185","3","2","166","2","1","169","6","5","520"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140000843","영흥중학교","03","사립","N","","2","9","213","4","5","201","1","2","198","7","16","612"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000925","망운중학교","03","사립","N","","1","0","18","0","1","13","0","7","19","1","8","50"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000926","무안몽탄중학교","03","공립","N","","5","1","10","1","0","9","0","0","7","6","1","26"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000927","무안북중학교","03","공립","N","","0","3","104","2","6","107","1","1","102","3","10","313"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000929","무안중학교","03","공립","N","","1","4","27","3","3","24","0","1","28","4","8","79"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000930","무안청계중학교","03","공립","N","","0","1","32","0","0","28","0","0","37","0","1","97"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000931","무안현경중학교","03","공립","N","","1","0","18","0","1","20","0","0","24","1","1","62"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000932","전남체육중학교","03","공립","N","","4","5","47","1","5","40","0","2","29","5","12","116"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140000933","해제중학교","03","사립","N","","0","2","16","1","1","13","0","1","16","1","4","45"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140000998","득량중학교","03","사립","N","","0","1","7","0","1","5","0","0","2","0","2","14"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140000999","벌교여자중학교","03","공립","N","","2","2","32","1","2","36","2","1","32","5","5","100"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001000","벌교중학교","03","공립","N","","1","0","19","1","1","21","0","1","19","2","2","59"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001002","보성복내중학교","03","공립","N","","1","1","27","1","2","24","0","3","27","2","6","78"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001004","보성여자중학교","03","공립","N","","2","0","57","2","2","44","0","0","39","4","2","140"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001007","보성중학교","03","공립","N","","2","0","37","1","0","31","1","0","39","4","0","107"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001010","보성회천중학교","03","공립","N","","0","0","17","0","1","10","0","0","8","0","1","35"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001011","삼광중학교","03","사립","N","","0","0","21","1","0","21","1","0","21","2","0","63"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001013","예당중학교","03","사립","N","","0","2","21","1","0","13","0","2","19","1","4","53"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140001014","조성중학교","03","공립","N","","2","1","10","1","0","12","0","0","11","3","1","33"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001080","순천금당중학교","03","공립","N","","3","2","247","3","1","279","0","3","286","6","6","812"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001081","순천낙안중학교","03","공립","N","","0","1","10","0","0","7","0","0","14","0","1","31"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001082","순천남산중학교","03","공립","N","","3","3","219","4","6","196","2","1","180","9","10","595"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001083","순천동산여자중학교","03","공립","N","","0","0","81","2","1","93","0","1","75","2","2","249"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001084","순천매산중학교","03","사립","N","","8","7","213","3","7","199","5","8","172","16","22","584"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001085","순천별량중학교","03","공립","N","","1","0","46","1","0","42","0","0","34","2","0","122"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001086","순천삼산중학교","03","공립","N","","4","5","279","5","2","37","1","0","59","10","7","375"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001087","순천승남중학교","03","공립","N","","0","0","5","1","0","3","0","0","6","1","0","14"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001088","순천승주중학교","03","공립","N","","0","0","13","0","0","6","0","0","5","0","0","24"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001089","순천승평중학교","03","공립","N","","3","4","280","6","5","279","2","2","297","11","11","856"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001090","순천신흥중학교","03","공립","N","","2","2","123","7","7","215","0","5","144","9","14","482"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001091","순천여자중학교","03","공립","N","","5","3","80","2","1","87","0","0","91","7","4","258"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001092","순천연향중학교","03","공립","N","","0","3","217","0","1","219","1","2","229","1","6","665"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001094","순천월전중학교","03","공립","N","","1","0","11","0","0","10","0","0","8","1","0","29"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001095","순천이수중학교","03","공립","N","","2","0","70","2","1","70","2","3","66","6","4","206"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001096","순천주암중학교","03","공립","N","","1","0","9","0","0","9","1","0","10","2","0","28"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001097","순천팔마중학교","03","공립","N","","5","4","216","4","5","278","0","3","251","9","12","745"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001227","비금중학교","03","공립","N","","0","1","39","3","2","29","0","0","31","3","3","99"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001228","신안신의중학교","03","공립","N","","1","0","12","0","0","8","0","0","8","1","0","28"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001229","신안증도중학교","03","공립","N","","0","0","2","0","1","5","0","0","5","0","1","12"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001232","신안흑산중학교","03","공립","N","","0","0","8","0","1","6","0","0","5","0","1","19"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001233","안좌중학교","03","공립","N","","0","1","11","0","0","4","0","0","11","0","1","26"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001234","암태중학교","03","공립","N","","0","2","3","1","0","3","0","0","6","1","2","12"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001235","압해중학교","03","공립","N","","1","0","19","3","0","23","1","1","11","5","1","53"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001236","임자중학교","03","공립","N","","0","0","13","0","0","13","1","0","17","1","0","43"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001237","자은중학교","03","공립","N","","2","2","12","0","1","6","0","0","8","2","3","26"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001238","장산중학교","03","공립","N","","0","0","6","0","0","4","0","0","6","0","0","16"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001239","지명중학교","03","공립","N","","2","0","19","0","0","20","0","0","23","2","0","62"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001240","하의중학교","03","공립","N","","1","0","5","0","0","6","0","0","5","1","0","16"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001365","돌산중앙중학교","03","공립","N","","1","1","8","3","1","3","0","0","12","4","2","23"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001367","무선중학교","03","공립","N","","3","2","143","0","1","129","3","1","160","6","4","432"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001371","여선중학교","03","공립","N","","5","3","186","6","2","162","0","2","164","11","7","512"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001372","여수개도중학교","03","공립","N","","0","0","2","0","0","3","0","0","3","0","0","8"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001373","여수구봉중학교","03","공립","N","","3","5","122","4","0","101","0","5","98","7","10","321"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001374","여수문수중학교","03","공립","N","","8","7","185","1","4","185","1","3","175","10","14","545"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001375","여수여자중학교","03","공립","N","","3","2","125","1","4","124","0","1","107","4","7","356"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001376","여수종고중학교","03","사립","N","","1","1","124","2","0","115","0","0","95","3","1","334"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001377","여수중앙여자중학교","03","사립","N","","6","5","116","1","2","80","0","2","71","7","9","267"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001378","여수중학교","03","공립","N","","2","4","134","1","4","146","2","0","139","5","8","419"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001381","율촌중학교","03","공립","N","","1","1","25","3","2","20","1","0","25","5","3","70"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001382","진남여자중학교","03","공립","N","","2","3","124","2","3","125","1","1","112","5","7","361"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001383","진성여자중학교","03","사립","N","","6","3","104","0","1","101","3","2","75","9","6","280"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001384","충덕중학교","03","공립","N","","2","2","91","0","2","78","0","0","76","2","4","245"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001385","화양중학교","03","공립","N","","0","1","29","0","1","31","0","0","22","0","2","82"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001466","화태초등학교돌산중학교화태분교장","03","공립","N","","0","0","0","0","1","1","0","0","0","0","1","1"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001561","여도중학교","03","사립","N","","4","5","205","1","0","165","0","2","184","5","7","554"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001562","여양중학교","03","사립","N","","0","0","17","0","1","11","0","0","12","0","1","40"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001649","법성중학교","03","공립","N","","0","1","28","0","0","20","2","1","16","2","2","64"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001651","성지송학중학교","03","사립","N","","4","6","35","5","3","33","5","3","34","14","12","102"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001652","영광군남중학교","03","공립","N","","0","0","11","0","0","5","1","0","10","1","0","26"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001653","영광대마중학교","03","공립","N","","8","2","8","3","5","16","0","4","14","11","11","38"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001655","영광백수중학교","03","공립","N","","0","1","7","0","0","5","0","0","2","0","1","14"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001658","영광여자중학교","03","공립","N","","2","2","139","3","2","132","1","1","118","6","5","389"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001659","영광염산중학교","03","공립","N","","0","1","6","0","1","12","1","2","9","1","4","27"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001661","영광중학교","03","공립","N","","3","1","71","0","1","64","0","1","65","3","3","200"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001662","영광홍농중학교","03","공립","N","","3","4","56","0","4","40","0","2","48","3","10","144"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001663","해룡중학교","03","사립","N","","3","1","71","4","2","61","0","0","65","7","3","197"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001732","구림중학교","03","공립","N","","1","0","1","0","0","11","0","0","8","1","0","20"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001733","삼호서중학교","03","공립","N","","3","5","69","2","6","73","0","3","58","5","14","200"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001734","삼호중학교","03","공립","N","","5","7","183","2","5","154","0","1","160","7","13","497"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001735","시종중학교","03","사립","N","","0","1","5","0","0","6","0","0","8","0","1","19"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001736","신북중학교","03","공립","N","","1","3","25","1","1","14","0","1","18","2","5","57"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001737","영암금정중학교","03","공립","N","","0","1","4","0","0","3","0","0","5","0","1","12"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001738","영암낭주중학교","03","공립","N","","3","0","22","1","0","21","1","1","22","5","1","65"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001739","영암도포중학교","03","공립","N","","0","0","8","0","0","3","0","0","8","0","0","19"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001740","영암미암중학교","03","공립","N","","0","0","4","0","0","3","0","0","5","0","0","12"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001741","영암서호중학교","03","공립","N","","0","0","5","0","0","0","0","0","2","0","0","7"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001742","영암여자중학교","03","사립","N","","0","4","51","0","0","46","1","1","37","1","5","134"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001743","영암중학교","03","공립","N","","2","1","49","1","1","44","1","1","39","4","3","132"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001800","고금중학교","03","공립","N","","0","0","30","0","0","25","1","0","20","1","0","75"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001801","군외중학교","03","공립","N","","0","1","6","1","0","11","0","0","7","1","1","24"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001802","금당중학교","03","공립","N","","0","0","3","1","0","9","0","0","3","1","0","15"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001803","금일중학교","03","공립","N","","0","0","11","0","1","18","0","1","15","0","2","44"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001805","노화중학교","03","공립","N","","0","0","45","2","3","48","0","1","23","2","4","116"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001807","소안중학교","03","공립","N","","1","0","15","0","1","11","0","1","6","1","2","32"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001808","약산중학교","03","공립","N","","0","0","11","0","0","6","0","0","6","0","0","23"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001809","완도보길중학교","03","공립","N","","1","0","26","0","1","19","0","0","21","1","1","66"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001810","완도신지중학교","03","공립","N","","0","0","20","0","2","14","2","0","15","2","2","49"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001811","완도여자중학교","03","공립","N","","1","0","80","1","2","63","1","1","84","3","3","227"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001812","완도중학교","03","공립","N","","0","3","95","5","3","101","1","2","89","6","8","285"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001813","청산중학교","03","공립","N","","0","0","8","1","0","11","0","0","9","1","0","28"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001841","넙도초등학교노화중학교넙도분교장","03","공립","N","","0","0","4","0","0","4","0","0","4","0","0","12"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001911","삼계중학교","03","공립","N","","2","10","70","1","5","68","4","3","63","7","18","201"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001913","장성남중학교","03","공립","N","","1","2","45","1","3","36","2","1","31","4","6","112"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001914","장성백암중학교","03","공립","N","","1","2","40","1","2","28","3","1","41","5","5","109"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001915","장성삼서중학교","03","공립","N","","0","0","9","0","0","14","2","0","14","2","0","37"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001917","장성여자중학교","03","공립","N","","0","0","70","1","2","49","2","0","54","3","2","173"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001918","장성중학교","03","공립","N","","1","1","71","3","0","58","1","0","51","5","1","180"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001919","장성황룡중학교","03","공립","N","","1","1","16","3","0","20","2","0","23","6","1","59"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001958","대덕중학교","03","공립","N","","1","1","20","0","2","12","0","0","21","1","3","53"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001959","장흥관산중학교","03","공립","N","","2","0","30","1","0","24","0","0","29","3","0","83"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001960","장흥안양중학교","03","공립","N","","3","0","13","0","0","10","0","0","8","3","0","31"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001961","장흥향원중학교","03","공립","N","","1","1","65","1","2","46","2","0","71","4","3","182"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001962","장흥용산중학교","03","공립","N","","1","0","9","0","0","12","0","0","9","1","0","30"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001963","장흥유치중학교","03","공립","N","","1","2","13","0","2","16","0","0","6","1","4","35"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001964","장흥장평중학교","03","공립","N","","0","0","11","0","0","8","1","0","7","1","0","26"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001965","장흥중학교","03","공립","N","","9","5","89","4","6","97","0","3","86","13","14","272"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001966","장흥회덕중학교","03","공립","N","","1","1","17","0","1","13","0","2","15","1","4","45"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002014","고성중학교","03","공립","N","","0","0","24","0","0","20","0","1","15","0","1","59"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002015","석교중학교","03","공립","N","","0","1","14","0","0","14","0","0","12","0","1","40"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002016","의신중학교","03","사립","N","","0","0","9","1","1","10","0","1","9","1","2","28"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002017","조도중학교","03","공립","N","","1","0","13","0","0","8","0","0","5","1","0","26"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002019","진도군내중학교","03","공립","N","","0","1","16","0","0","15","0","0","7","0","1","38"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002020","진도중학교","03","사립","N","","6","1","140","1","1","110","5","1","117","12","3","367"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002021","진도지산중학교","03","사립","N","","1","0","8","2","1","11","0","2","9","3","3","28"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002096","함평손불중학교","03","공립","N","","0","0","10","0","0","14","0","0","9","0","0","33"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002097","함평신광중학교","03","공립","N","","0","0","4","0","0","0","1","0","7","1","0","11"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002098","함평여자중학교","03","공립","N","","0","1","30","1","0","33","1","0","12","2","1","75"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002099","함평월야중학교","03","공립","N","","1","1","30","0","0","9","0","0","17","1","1","56"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002100","함평중학교","03","공립","N","","3","2","102","3","3","87","3","0","114","9","5","303"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002101","함평해보중학교","03","공립","N","","0","0","11","0","0","13","0","1","9","0","1","33"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002143","두륜중학교","03","공립","N","","1","0","5","0","0","11","3","0","9","4","0","25"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002144","북평중학교","03","공립","N","","0","0","11","1","0","11","0","0","13","1","0","35"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002145","산이중학교","03","공립","N","","1","0","16","0","0","12","0","0","10","1","0","38"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002146","송지중학교","03","공립","N","","0","4","34","0","0","30","0","1","30","0","5","94"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002148","우수영중학교","03","공립","N","","0","1","21","0","0","18","0","0","19","0","1","58"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002151","해남제일중학교","03","공립","N","","3","5","163","2","5","171","3","3","169","8","13","503"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002153","해남중학교","03","공립","N","","3","16","165","5","5","166","0","11","168","8","32","499"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002154","현산중학교","03","공립","N","","0","0","9","0","1","12","0","0","12","0","1","33"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002155","화산중학교","03","공립","N","","0","0","4","0","0","7","0","0","2","0","0","13"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002156","화원중학교","03","사립","N","","2","1","20","1","0","13","0","0","18","3","1","51"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002157","황산중학교","03","공립","N","","1","0","22","0","0","17","0","1","15","1","1","54"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002255","능주중학교","03","사립","N","","3","3","57","4","0","52","1","1","74","8","4","183"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002257","화순도곡중학교","03","공립","N","","0","0","16","0","0","10","1","0","14","1","0","40"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002258","화순도암중학교","03","공립","N","","0","1","3","0","0","5","0","0","8","0","1","16"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002259","화순동면중학교","03","공립","N","","2","2","12","0","1","10","1","1","5","3","4","27"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002261","화순동복중학교","03","공립","N","","0","0","6","0","0","12","0","0","5","0","0","23"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002262","화순북면중학교","03","공립","N","","0","0","8","0","0","5","0","0","4","0","0","17"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002263","화순사평중학교","03","공립","N","","0","0","7","0","0","6","0","0","2","0","0","15"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002265","화순이양중학교","03","공립","N","","0","1","2","0","0","3","0","1","6","0","2","11"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002266","화순제일중학교","03","공립","N","","7","5","194","3","4","162","5","6","151","15","15","507"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002267","화순중학교","03","공립","N","","15","12","253","3","6","201","9","9","205","27","27","659"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003246","거문중학교","03","공립","N","","1","1","3","0","0","6","1","0","3","2","1","12"
"전라남도교육청","전라남도나주교육지원청","전라남도 나주시","S140003475","남평중학교다도분교장","03","공립","N","","1","0","5","1","1","6","0","1","11","2","2","22"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140003690","금일중학교생일분교장","03","공립","N","","0","0","4","0","0","4","0","0","3","0","0","11"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140003934","가거도초등학교신안흑산중학교가거도분교장","03","공립","N","","0","0","3","0","0","2","0","0","2","0","0","7"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003937","돌산중학교","03","공립","N","","0","0","6","0","1","6","0","0","5","0","1","17"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003940","여남중학교","03","공립","N","","0","0","7","1","0","8","0","1","4","1","1","19"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003941","화양중학교화양남분교장","03","공립","N","","0","0","7","1","0","6","0","0","8","1","0","21"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003948","여천중학교","03","공립","N","","2","2","185","6","2","160","3","4","163","11","8","508"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140004883","용정중학교","03","사립","N","","0","1","44","3","3","44","0","1","39","3","5","127"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140004892","순천풍덕중학교","03","공립","N","","2","2","154","4","1","134","2","0","145","8","3","433"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140004893","순천향림중학교","03","공립","N","","1","2","252","7","4","202","3","0","183","11","6","637"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140005312","목포하당중학교","03","공립","N","","2","5","185","6","5","163","3","2","142","11","12","490"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140005315","안산중학교","03","공립","N","","4","1","184","3","5","182","2","1","165","9","7","531"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140005317","순천왕의중학교","03","공립","N","","2","6","218","1","3","219","2","1","202","5","10","639"
"전라남도교육청","전라남도광양교육지원청","전라남도 광양시","S140005336","광양백운중학교","03","공립","N","","1","4","215","2","6","217","1","8","190","4","18","622"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140005343","목포옥암중학교","03","공립","N","","6","17","240","5","17","229","1","4","226","12","38","695"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140005345","남악중학교","03","공립","N","","9","41","302","5","13","290","4","4","166","18","58","758"
"전라남도교육청","전라남도목포교육지원청","전라남도 목포시","S140005437","목포애향중학교","03","공립","N","","5","11","242","2","5","236","2","7","229","9","23","707"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140005451","순천왕운중학교","03","공립","N","","5","5","235","1","2","211","0","5","226","6","12","672"
"전라남도교육청","전라남도나주교육지원청","전라남도 나주시","S140005457","빛가람중학교","03","공립","N","","11","6","149","5","13","252","3","9","156","19","28","557"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140005466","여수삼일중학교","03","공립","N","","4","3","215","2","1","177","0","2","167","6","6","559"
"전라남도교육청","전라남도무안교육지원청","전라남도 무안군","S140005473","오룡중학교","03","공립","N","","6","21","199","4","3","193","0","2","210","10","26","602"
"전라남도교육청","전라남도강진교육지원청","전라남도 강진군","S140005496","청람중학교","03","공립","N","","11","7","36","5","3","42","0","0","46","16","10","124"
"전라남도교육청","전라남도광양교육지원청","전라남도 광양시","S140005516","광양마동중학교","03","공립","N","","3","2","217","1","1","217","0","2","180","4","5","614"
"전라남도교육청","전라남도광양교육지원청","전라남도 광양시","S140005527","광양용강중학교","03","공립","N","","1","0","224","1","3","215","5","3","201","7","6","640"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140005528","여수웅천중학교","03","공립","N","","3","2","247","1","4","250","1","0","230","5","6","727"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140005564","한국바둑중학교","03","공립","N","","0","0","20","1","3","18","0","0","19","1","3","57"
"전라남도교육청","전라남도나주교육지원청","전라남도 나주시","S140005573","매성중학교","03","공립","N","","22","4","166","28","1","19","24","1","15","74","6","200"
